title,rework,severity,project,description
736,1160,3,4, <br>Reduce this switch case number of lines from 10 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 8 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 38 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 6 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 13 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 27 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 19 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 31 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 16 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 32 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 25 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 23 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 30 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 22 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 14 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 18 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 9 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 7 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 12 to at most 5- for example by extracting code into methods.
738,4180,2,4, <br>Refactor this code to not nest more than 3 if/for/while/switch/try statements.
740,210,3,4, <br>Refactor the code to remove this label and the need for it.
741,104,3,4, <br>Use isEmpty() to check whether the collection is empty or not.
742,50,3,4, <br>Replace these toUpperCase()/toLowerCase() and equals() calls with a single equalsIgnoreCase() call.
744,5,3,4, <br>Call the static method Boolean.toString(...) instead of instantiating a temporary object to perform this to string conversion.
746,1020,5,4, <br>Catch Exception instead of Throwable.
751,720,3,4, <br>Rename "drawingTransform" which hides the field declared at line 55.<br>Rename "drawing" which hides the field declared at line 66.<br>Rename "selectedFigures" which hides the field declared at line 68.<br>Rename "reader" which hides the field declared at line 59.<br>Rename "view" which hides the field declared at line 35.<br>Rename "name" which hides the field declared at line 86.<br>Rename "startConnector" which hides the field declared at line 44.<br>Rename "drawing" which hides the field declared at line 38.<br>Rename "drawing" which hides the field declared at line 43.<br>Rename "view" which hides the field declared at line 32.<br>Rename "ctype" which hides the field declared at line 84.<br>Rename "targetConnector" which hides the field declared at line 46.<br>Rename "drawing" which hides the field declared at line 39.<br>Rename "createdConnection" which hides the field declared at line 39.<br>Rename "target" which hides the field declared at line 48.<br>Rename "colors" which hides the field declared at line 44.<br>Rename "fractions" which hides the field declared at line 41.
753,60,2,4, <br>Remove this method to simply inherit it.
755,445,3,4, <br>Add a nested comment explaining why this method is empty- throw an UnsupportedOperationException or complete the implementation.
756,20,3,4, <br>Remove this unused label.
758,225,3,4, <br>Merge this if statement with the enclosing one.
760,190,3,4, <br>Reduce the number of conditional operators (10) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (9) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (4) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (6) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (8) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (7) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (5) used in the expression (maximum allowed 3).
761,680,3,4, <br>Reduce this anonymous class number of lines from 50 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 23 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 36 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 48 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 39 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 60 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 29 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 24 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 64 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 21 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 55 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 54 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 31 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 33 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 22 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 49 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 30 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 51 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 26 to at most 20- or make it a named class.
763,330,3,4, <br>Remove this unused "visibleConstrainer" private field.<br>Remove this unused "editor" private field.<br>Remove this unused "geometry" private field.<br>Remove this unused "target" private field.<br>Remove this unused "spreadMethod" private field.<br>Remove this unused "outlineWidth" private field.<br>Remove this unused "isVerbose" private field.<br>Remove this unused "instance" private field.<br>Remove this unused "connectableConnector" private field.<br>Remove this unused "start" private field.<br>Remove this unused "label" private field.<br>Remove this unused "matcher" private field.<br>Remove this unused "HANDLE_STROKE_COLOR" private field.<br>Remove this unused "toolButtonGroup" private field.<br>Remove this unused "north" private field.<br>Remove this unused "SELECTED_KEY" private field.<br>Remove this unused "startTime" private field.<br>Remove this unused "buttonGroup1" private field.<br>Remove this unused "dashPhase" private field.<br>Remove this unused "drawing" private field.<br>Remove this unused "errorType" private field.<br>Remove this unused "west" private field.<br>Remove this unused "south" private field.<br>Remove this unused "entries" private field.<br>Remove this unused "VERBOSE" private field.<br>Remove this unused "startLength" private field.<br>Remove this unused "east" private field.<br>Remove this unused "application" private field.<br>Remove this unused "dirtyFigures" private field.<br>Remove this unused "DEBUG" private field.<br>Remove this unused "isMultipleValues" private field.<br>Remove this unused "imageType" private field.<br>Remove this unused "curvesize" private field.<br>Remove this unused "url" private field.<br>Remove this unused "findDialog" private field.<br>Remove this unused "rainbow" private field.<br>Remove this unused "firstTimeShown" private field.<br>Remove this unused "fileChooser" private field.<br>Remove this unused "actions" private field.<br>Remove this unused "dashes" private field.<br>Remove this unused "OFFSET" private field.<br>Remove this unused "formatName" private field.<br>Remove this unused "invisibleConstrainer" private field.
771,270,3,4, <br>Remove the unused method parameter(s) "f".<br>Remove the unused method parameter(s) "join".<br>Remove the unused method parameter(s) "toggle".<br>Remove the unused method parameter(s) "view".<br>Remove the unused method parameter(s) "root".<br>Remove the unused method parameter(s) "elem-a".<br>Remove the unused method parameter(s) "style".<br>Remove the unused method parameter(s) "a".<br>Remove the unused method parameter(s) "deviceBounds-userBounds-hints".<br>Remove the unused method parameter(s) "documentView".<br>Remove the unused method parameter(s) "cols".<br>Remove the unused method parameter(s) "evt".<br>Remove the unused method parameter(s) "project".<br>Remove the unused method parameter(s) "zIndex".<br>Remove the unused method parameter(s) "widths".<br>Remove the unused method parameter(s) "args".<br>Remove the unused method parameter(s) "elem".
774,30,3,4, <br>The Cyclomatic Complexity of this class is 221 which is greater than 200 authorized.<br>The Cyclomatic Complexity of this class is 600 which is greater than 200 authorized.<br>The Cyclomatic Complexity of this class is 214 which is greater than 200 authorized.
781,600,3,4, <br>Remove this unused "rbmi" local variable.<br>Remove this unused "angle" local variable.<br>Remove this unused "attributes" local variable.<br>Remove this unused "f" local variable.<br>Remove this unused "beziers" local variable.<br>Remove this unused "group" local variable.<br>Remove this unused "endTime" local variable.<br>Remove this unused "editNewSize" local variable.<br>Remove this unused "a" local variable.<br>Remove this unused "model" local variable.<br>Remove this unused "typedName" local variable.<br>Remove this unused "newPoint" local variable.<br>Remove this unused "value" local variable.<br>Remove this unused "labels" local variable.<br>Remove this unused "rootElement" local variable.<br>Remove this unused "mi" local variable.<br>Remove this unused "p" local variable.<br>Remove this unused "tool" local variable.<br>Remove this unused "oldSize" local variable.<br>Remove this unused "edit" local variable.<br>Remove this unused "drawing" local variable.<br>Remove this unused "zoomButtonPanel" local variable.<br>Remove this unused "stepLength" local variable.<br>Remove this unused "count" local variable.<br>Remove this unused "openRecentMenu" local variable.<br>Remove this unused "found" local variable.<br>Remove this unused "type" local variable.<br>Remove this unused "oldValue" local variable.<br>Remove this unused "oldWidth" local variable.<br>Remove this unused "item" local variable.<br>Remove this unused "drawLabels" local variable.<br>Remove this unused "child" local variable.<br>Remove this unused "location" local variable.<br>Remove this unused "r" local variable.<br>Remove this unused "height" local variable.<br>Remove this unused "targetConnector" local variable.<br>Remove this unused "oldHeight" local variable.<br>Remove this unused "dx" local variable.<br>Remove this unused "childFigure" local variable.<br>Remove this unused "pbstream" local variable.<br>Remove this unused "intValue" local variable.<br>Remove this unused "mb" local variable.<br>Remove this unused "saveToFile" local variable.<br>Remove this unused "view" local variable.<br>Remove this unused "iconOrNameSpecified" local variable.<br>Remove this unused "doubleValue" local variable.<br>Remove this unused "sequence" local variable.<br>Remove this unused "dy" local variable.<br>Remove this unused "color" local variable.<br>Remove this unused "numberAscent" local variable.<br>Remove this unused "prefs" local variable.<br>Remove this unused "result" local variable.<br>Remove this unused "mo" local variable.
782,1860,3,4, <br>Add a default case to this switch.<br>Move this default to the end of the switch.
785,430,4,4, <br>Equality tests should not be made with floating point values.
787,20,2,4, <br>Remove the literal "false" boolean value.
788,56,2,4, <br>Immediately return this expression instead of assigning it to the temporary variable "that".<br>Immediately return this expression instead of assigning it to the temporary variable "obj".<br>Immediately return this expression instead of assigning it to the temporary variable "result".<br>Immediately throw this expression instead of assigning it to the temporary variable "error".<br>Immediately return this expression instead of assigning it to the temporary variable "edit".<br>Immediately return this expression instead of assigning it to the temporary variable "p3".<br>Immediately return this expression instead of assigning it to the temporary variable "c".<br>Immediately return this expression instead of assigning it to the temporary variable "l".<br>Immediately return this expression instead of assigning it to the temporary variable "r".<br>Immediately return this expression instead of assigning it to the temporary variable "list".<br>Immediately return this expression instead of assigning it to the temporary variable "p".<br>Immediately return this expression instead of assigning it to the temporary variable "relativePoint".<br>Immediately return this expression instead of assigning it to the temporary variable "bounds".<br>Immediately return this expression instead of assigning it to the temporary variable "actions".<br>Immediately return this expression instead of assigning it to the temporary variable "origin".<br>Immediately return this expression instead of assigning it to the temporary variable "o".
790,101,3,4, <br>Remove those useless parentheses.
792,80,2,4, <br>Remove this unnecessary cast to "JMenuItem".<br>Remove this unnecessary cast to "double".<br>Remove this unnecessary cast to "KeyStroke".<br>Remove this unnecessary cast to "int".<br>Remove this unnecessary cast to "Icon".<br>Remove this unnecessary cast to "String".<br>Remove this unnecessary cast to "GeneralPath".
793,640,2,4, <br>Remove this unused import 'org.jhotdraw.samples.svg.SVGConstants'.<br>Remove this unused import 'java.util.Hashtable'.<br>Remove this unused import 'org.jhotdraw.xml.XMLTransferable'.<br>Remove this unused import 'org.jhotdraw.draw.FigureSelectionEvent'.<br>Remove this unused import 'java.io.IOException'.<br>Remove this unused import 'javax.print.DocPrintJob'.<br>Remove this unused import 'java.awt.ActiveEvent'.<br>Remove this unused import 'java.beans.PropertyChangeListener'.<br>Remove this unused import 'java.io.StringReader'.<br>Remove this unused import 'com.sun.org.apache.bcel.internal.classfile.JavaClass'.<br>Remove this unused import 'java.util.Collection'.<br>Remove this unused import 'java.awt.event.ActionEvent'.<br>Remove this unused import 'java.awt.geom.Point2D'.<br>Remove this unused import 'java.io.Reader'.<br>Remove this unused import 'java.nio.Buffer'.<br>Remove this unused import 'application.ApplicationContext'.<br>Remove this unused import 'org.jhotdraw.gui.JSheet'.<br>Remove this unused import 'java.net.URL'.<br>Remove this unused import 'java.io.Serializable'.<br>Remove this unused import 'java.util.Arrays'.<br>Remove this unused import 'org.jhotdraw.geom.Dimension2DDouble'.<br>Remove this unused import 'java.awt.geom.AffineTransform'.<br>Remove this unused import 'java.io.CharArrayReader'.<br>Remove this unused import 'org.jhotdraw.undo.CompositeEdit'.<br>Remove this unused import 'org.jhotdraw.draw.action.AttributeAction'.<br>Remove this unused import 'org.jhotdraw.app.action.SelectAllAction'.<br>Remove this unused import 'org.jhotdraw.application.action.SelectAllAction'.<br>Remove this unused import 'org.omg.CORBA.MARSHAL'.<br>Remove this unused import 'org.jhotdraw.application.DocumentOrientedApplication'.<br>Remove this unused import 'application.ResourceMap'.<br>Remove this unused import 'java.awt.Dimension'.
796,660,3,4, <br>Add a private constructor to hide the implicit public one.<br>Hide this public constructor.
803,360,3,4, <br>Define and throw a dedicated exception instead of using a generic one.
804,620,3,4, <br>Replace the synchronized class "Stack" by an unsynchronized one such as "Deque".<br>Replace the synchronized class "StringBuffer" by an unsynchronized one such as "StringBuilder".<br>Replace the synchronized class "Hashtable" by an unsynchronized one such as "HashMap".<br>Replace the synchronized class "Vector" by an unsynchronized one such as "ArrayList" or "LinkedList".
808,4050,3,4, <br>Make "secondaryHandleOwner" transient or serializable.<br>Make "opacityPopupButton" transient or serializable.<br>Make "app" transient or serializable.<br>Make "name" transient or serializable.<br>Make "attributeKey" transient or serializable.<br>Make "actionPropertyHandler" transient or serializable.<br>Make "drawing" transient or serializable.<br>Make "value1" transient or serializable.<br>Make "ownerMovementHandler" transient or serializable.<br>Make "labels" transient or serializable.<br>Make "linkField" transient or serializable.<br>Make "newGeometry" transient or serializable.<br>Make "newValue" transient or serializable.<br>Make "colorShape" transient or serializable.<br>Make "findDialog" transient or serializable.<br>Make "viewEventHandler" transient or serializable.<br>Make "prefs" transient or serializable.<br>Make "application" transient or serializable.<br>Make "handleInvalidator" transient or serializable.<br>Make "newRestoreData" transient or serializable.<br>Make "undoManager" transient or serializable.<br>Make "matcher" transient or serializable.<br>Make "oldValue" transient or serializable.<br>Make "value2" transient or serializable.<br>Make "propertyChangeHandler" transient or serializable.<br>Make "changeHandler" transient or serializable.<br>Make "opacitySlider" transient or serializable.<br>Make "editor" transient or serializable.<br>Make "view" transient or serializable.<br>Make "viewFactory" transient or serializable.<br>Make "executor" transient or serializable.<br>Make "arrangeable" transient or serializable.<br>Make "action" transient or serializable.<br>Make "projectListener" transient or serializable.<br>Make "dirtyFigures" transient or serializable.<br>Make "value" transient or serializable.<br>Make "applicationListener" transient or serializable.<br>Make "opacityField" transient or serializable.<br>Make "inputValue" transient or serializable.<br>Make "windowHandler" transient or serializable.<br>Make "parent" transient or serializable.<br>Make "constrainer" transient or serializable.<br>Make "drawingPanel" transient or serializable.<br>Make "figure" transient or serializable.<br>Make "compatibleTextAction" transient or serializable.<br>Make "owner" transient or serializable.<br>Make "selectedFigures" transient or serializable.<br>Make "attribute" transient or serializable.<br>Make "project" transient or serializable.<br>Make "key" transient or serializable.<br>Make "oldRestoreData" transient or serializable.<br>Make "propertyHandler" transient or serializable.<br>Make "arrangement" transient or serializable.<br>Make "figures" transient or serializable.<br>Make "oldGeometry" transient or serializable.<br>Make "eventHandler" transient or serializable.
809,1260,3,4, <br>Method has 11 parameters- which is greater than 7 authorized.<br>Method has 9 parameters- which is greater than 7 authorized.<br>Method has 8 parameters- which is greater than 7 authorized.<br>Method has 14 parameters- which is greater than 7 authorized.<br>Method has 10 parameters- which is greater than 7 authorized.
810,100,3,4, <br>Extract this nested try block into a separate method.
815,740,3,4, <br>Either remove or fill this block of code.
819,73,3,4, <br>Move this closing curly brace to the next line.
820,20,3,4, <br>Remove this if statement.
823,96,2,4, <br>Replace all tab characters in this file by sequences of white-spaces.
824,60,4,4, <br>Remove this call to "exit" or ensure it is really required.
827,850,4,4, <br>Use a logger to log this exception.
831,293,3,4, <br>At most one statement is allowed per line- but 3 statements were found on this line.<br>At most one statement is allowed per line- but 2 statements were found on this line.
834,720,3,4, <br>Rename this local variable name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
835,2060,3,4, <br>Move the "caption" string literal on the left side of this string comparison.<br>Move the "desc" string literal on the left side of this string comparison.<br>Move the "\r" string literal on the left side of this string comparison.<br>Move the "objectBoundingBox" string literal on the left side of this string comparison.<br>Move the "int" string literal on the left side of this string comparison.<br>Move the "bolder" string literal on the left side of this string comparison.<br>Move the "start" string literal on the left side of this string comparison.<br>Move the "currentColor" string literal on the left side of this string comparison.<br>Move the "equals" string literal on the left side of this string comparison.<br>Move the "Cancel" string literal on the left side of this string comparison.<br>Move the "700" string literal on the left side of this string comparison.<br>Move the "string" string literal on the left side of this string comparison.<br>Move the "title" string literal on the left side of this string comparison.<br>Move the "customShape" string literal on the left side of this string comparison.<br>Move the "switch" string literal on the left side of this string comparison.<br>Move the "fileFilterChanged" string literal on the left side of this string comparison.<br>Move the "text/css" string literal on the left side of this string comparison.<br>Move the "SDI" string literal on the left side of this string comparison.<br>Move the "hasUnsavedChanges" string literal on the left side of this string comparison.<br>Move the "Discard Changes" string literal on the left side of this string comparison.<br>Move the "scaleFactor" string literal on the left side of this string comparison.<br>Move the "800" string literal on the left side of this string comparison.<br>Move the "400" string literal on the left side of this string comparison.<br>Move the "toString" string literal on the left side of this string comparison.<br>Move the "textArea" string literal on the left side of this string comparison.<br>Move the "translate" string literal on the left side of this string comparison.<br>Move the "g" string literal on the left side of this string comparison.<br>Move the "vnd.oasis.opendocument.graphics" string literal on the left side of this string comparison.<br>Move the "bold" string literal on the left side of this string comparison.<br>Move the "linearGradient" string literal on the left side of this string comparison.<br>Move the "svg+xml" string literal on the left side of this string comparison.<br>Move the "\n" string literal on the left side of this string comparison.<br>Move the "font" string literal on the left side of this string comparison.<br>Move the "Review Changes" string literal on the left side of this string comparison.<br>Move the "Mac OS X" string literal on the left side of this string comparison.<br>Move the "a" string literal on the left side of this string comparison.<br>Move the "Save" string literal on the left side of this string comparison.<br>Move the "polyline" string literal on the left side of this string comparison.<br>Move the "color" string literal on the left side of this string comparison.<br>Move the "polygon" string literal on the left side of this string comparison.<br>Move the "style" string literal on the left side of this string comparison.<br>Move the "enum" string literal on the left side of this string comparison.<br>Move the "intArray" string literal on the left side of this string comparison.<br>Move the "application" string literal on the left side of this string comparison.<br>Move the "image" string literal on the left side of this string comparison.<br>Move the "line" string literal on the left side of this string comparison.<br>Move the "svg" string literal on the left side of this string comparison.<br>Move the "measure" string literal on the left side of this string comparison.<br>Move the "Don't Save" string literal on the left side of this string comparison.<br>Move the "center" string literal on the left side of this string comparison.<br>Move the "skewX" string literal on the left side of this string comparison.<br>Move the "900" string literal on the left side of this string comparison.<br>Move the "MDI" string literal on the left side of this string comparison.<br>Move the "constrainer" string literal on the left side of this string comparison.<br>Move the "true" string literal on the left side of this string comparison.<br>Move the "path" string literal on the left side of this string comparison.<br>Move the "floatArray" string literal on the left side of this string comparison.<br>Move the "regularPolygon" string literal on the left side of this string comparison.<br>Move the "600" string literal on the left side of this string comparison.<br>Move the "encoding" string literal on the left side of this string comparison.<br>Move the "xml" string literal on the left side of this string comparison.<br>Move the "selected" string literal on the left side of this string comparison.<br>Move the "circle" string literal on the left side of this string comparison.<br>Move the "page" string literal on the left side of this string comparison.<br>Move the "inherit" string literal on the left side of this string comparison.<br>Move the "multipleOpenId" string literal on the left side of this string comparison.<br>Move the "rect" string literal on the left side of this string comparison.<br>Move the "rotate" string literal on the left side of this string comparison.<br>Move the "hashCode" string literal on the left side of this string comparison.<br>Move the "scale" string literal on the left side of this string comparison.<br>Move the "xmlns" string literal on the left side of this string comparison.<br>Move the "use" string literal on the left side of this string comparison.<br>Move the "" string literal on the left side of this string comparison.<br>Move the "\r\n" string literal on the left side of this string comparison.<br>Move the "matrix" string literal on the left side of this string comparison.<br>Move the "connector" string literal on the left side of this string comparison.<br>Move the "file" string literal on the left side of this string comparison.<br>Move the "doubleArray" string literal on the left side of this string comparison.<br>Move the "italic" string literal on the left side of this string comparison.<br>Move the "drawing" string literal on the left side of this string comparison.<br>Move the "boolean" string literal on the left side of this string comparison.<br>Move the "ApproveSelection" string literal on the left side of this string comparison.<br>Move the "float" string literal on the left side of this string comparison.<br>Move the "skewY" string literal on the left side of this string comparison.<br>Move the "name" string literal on the left side of this string comparison.<br>Move the "view" string literal on the left side of this string comparison.<br>Move the "solidColor" string literal on the left side of this string comparison.<br>Move the "null" string literal on the left side of this string comparison.<br>Move the "text" string literal on the left side of this string comparison.<br>Move the "long" string literal on the left side of this string comparison.<br>Move the "500" string literal on the left side of this string comparison.<br>Move the "FIXED" string literal on the left side of this string comparison.<br>Move the "none" string literal on the left side of this string comparison.<br>Move the "aqua" string literal on the left side of this string comparison.<br>Move the "=" string literal on the left side of this string comparison.<br>Move the "script" string literal on the left side of this string comparison.<br>Move the "double" string literal on the left side of this string comparison.<br>Move the "underline" string literal on the left side of this string comparison.<br>Move the "defs" string literal on the left side of this string comparison.<br>Move the "currentcolor" string literal on the left side of this string comparison.<br>Move the "auto" string literal on the left side of this string comparison.<br>Move the "tspan" string literal on the left side of this string comparison.<br>Move the "visible" string literal on the left side of this string comparison.<br>Move the "before" string literal on the left side of this string comparison.<br>Move the "default" string literal on the left side of this string comparison.<br>Move the "enabled" string literal on the left side of this string comparison.<br>Move the "ellipse" string literal on the left side of this string comparison.<br>Move the "modified" string literal on the left side of this string comparison.<br>Move the "radialGradient" string literal on the left side of this string comparison.
837,300,1,4, <br>Do not forget to remove this deprecated code someday.
839,1260,3,4, <br>Take the required action to fix the issue indicated by this comment.
841,840,1,4, <br>Complete the task associated to this TODO comment.
842,40,3,4, <br>Rename this field name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
844,860,3,4, <br>Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.
423,35520,3,5, <br>1 duplicated blocks of code.<br>5 duplicated blocks of code.<br>11 duplicated blocks of code.<br>25 duplicated blocks of code.<br>2 duplicated blocks of code.<br>6 duplicated blocks of code.<br>3 duplicated blocks of code.<br>7 duplicated blocks of code.<br>14 duplicated blocks of code.<br>10 duplicated blocks of code.<br>12 duplicated blocks of code.<br>18 duplicated blocks of code.<br>8 duplicated blocks of code.<br>9 duplicated blocks of code.<br>4 duplicated blocks of code.
626,10,3,5, <br>Remove this empty class- write its code or make it an "interface".
628,30,5,5, <br>This class overrides "equals()" and should therefore also override "hashCode()".
631,60,4,5, <br>Either override Object.equals(Object)- or totally rename the method to prevent any confusion.
632,80,3,5, <br>Make this "public static IDENTITY" field final<br>Make this "public static ID" field final<br>Make this "public static NUMBERS_WIDTH" field final
634,3420,2,5, <br>Reorder the modifiers to comply with the Java Language Specification.
